Species_ID_shark-references,Genus,Species,Author,,
13808,Pristiophorus,lanae,"EBERT & WILMS, 2013",,
11086,Pristiophorus,nancyae,"EBERT & CAILLIET, 2011",,
5021,Pristiophorus,nudipinnis,"GÜNTHER, 1870",,
5025,Pristiophorus,schroederi,"SPRINGER & BULLIS, 1960",,
5052,Pristis,clavata,"GARMAN, 1906",,
5076,Pristis,pectinata,"LATHAM, 1794",,
5083,Pristis,pristis,"(LINNAEUS, 1758)",,
5088,Pristis,zijsron,"BLEEKER, 1851",,
5133,Proscyllium,habereri,"HILGENDORF, 1904",,
5134,Proscyllium,magnificum,"LAST & VONGPANICH, 2004",,
5198,Psammobatis,bergi,"MARINI, 1932",,
5202,Psammobatis,extenta,"(GARMAN, 1913)",,
5205,Psammobatis,lentiginosa,"McEACHRAN, 1983",,
5208,Psammobatis,normani,"McEACHRAN, 1983",,
5209,Psammobatis,parvacauda,"McEACHRAN, 1983",,
5210,Psammobatis,rudis,"GÜNTHER, 1870",,
5211,Psammobatis,rutrum,"JORDAN, 1891",,
5212,Psammobatis,scobina,"(PHILIPPI, 1857)",,
5221,Pseudocarcharias,kamoharai,"(MATSUBARA, 1936)",,
5244,Pseudoginglymostoma,brevicaudatum,"(GÜNTHER, 1867)",,
5265,Pseudoraja,fischeri,"BIGELOW & SCHROEDER, 1954",,
5282,Pseudotriakis,microdon,"DE BRITO CAPELLO, 1868",,
5319,Pteroplatytrygon,violacea,"(BONAPARTE, 1832)",,
5502,Raja,ackleyi,"GARMAN, 1881",,
5509,Raja,africana,"CAPAPÉ, 1977",,
5522,Raja,asterias,"DELAROCHE, 1809",,
5527,Raja,bahamensis,"BIGELOW & SCHROEDER, 1965",,
5548,Raja,brachyura,"LAFONT, 1873",,
5565,Raja,cervigoni,"BIGELOW & SCHROEDER, 1964",,
5573,Raja,chinensis,"BASILEWSKY, 1855",,
5577,Raja,clavata,"LINNAEUS, 1758",,
5581,Raja,cortezensis,"McEACHRAN & MIYAKE, 1988",,
5600,Raja,eglanteria,"LACEPÈDE (ex BOSC), 1800",,
5601,Raja,equatorialis,"JORDAN & BOLLMAN, 1890",,
5640,Raja,herwigi,"KREFFT, 1965",,
5646,Raja,inornata,"JORDAN & GILBERT, 1881",,
5688,Raja,maderensis,"LOWE, 1838",,
5701,Raja,microocellata,"MONTAGU, 1818",,
5707,Raja,miraletus,"LINNAEUS, 1758",,
5709,Raja,montagui,"FOWLER, 1910",,
5745,Raja,polystigma,"REGAN, 1923",,
5749,Raja,pulchra,"LIU, 1932",,
5756,Raja,radula,"DELAROCHE, 1809",,
5760,Raja,rhina,"JORDAN & GILBERT, 1880",,
5765,Raja,rondeleti,"BOUGIS, 1959",,
5769,Raja,rouxi,"CAPAPÉ, 1977",,
5797,Raja,stellulata,"JORDAN & GILBERT, 1880",,
5800,Raja,straeleni,"POLL, 1951",,
5808,Raja,texana,"CHANDLER, 1921",,
5819,Raja,undulata,"LACEPÈDE, 1802",,
5820,Raja,velezi,"CHIRICHIGNO, 1973",,
5854,Rajella,annandalei,"(WEBER, 1913)",,
5855,Rajella,barnardi,"(NORMAN, 1935)",,
5856,Rajella,bathyphila,"(HOLT & BYRNE, 1908)",,
5857,Rajella,bigelowi,"(STEHMANN, 1978)",,
5858,Rajella,caudaspinosa,"(VON BONDE & SWART, 1923)",,
5859,Rajella,challengeri,"LAST & STEHMANN, 2008",,
5860,Rajella,dissimilis,"(HULLEY, 1970)",,
5861,Rajella,eisenhardti,"LONG & McCOSKER, 1999",,
5862,Rajella,fuliginea,"(BIGELOW & SCHROEDER, 1954)",,
5863,Rajella,fyllae,"(LÜTKEN, 1887)",,
5864,Rajella,kukujevi,"(DOLGANOV, 1985)",,
5865,Rajella,leopardus,"(VON BONDE & SWART, 1923)",,
12317,Rajella,lintea,"(FRIES, 1838)",,
5866,Rajella,nigerrima,"(DE BUEN, 1960)",,
14088,Rajella,paucispinosa,"WEIGMANN, STEHMANN & THIEL, 2014",,
5867,Rajella,purpuriventralis,"(BIGELOW & SCHROEDER, 1962)",,
5868,Rajella,ravidula,"(HULLEY, 1970)",,
5869,Rajella,sadowskii,"(KREFFT & STEHMANN, 1974)",,
5887,Rhina,ancylostoma,"BLOCH & SCHNEIDER, 1801",,
5896,Rhincodon,typus,"SMITH, 1828",,
5903,Rhinobatos,albomaculatus,"NORMAN, 1930",,
5904,Rhinobatos,annandalei,"NORMAN, 1926",,
5905,Rhinobatos,annulatus,"MÜLLER & HENLE, 1841",,
5914,Rhinobatos,blochii,"(MÜLLER & HENLE, 1841)",,
5918,Rhinobatos,cemiculus,"GEOFFROY SAINT-HILAIRE, 1817",,
5926,Rhinobatos,formosensis,"NORMAN, 1926",,
5927,Rhinobatos,glaucostigma,"JORDAN & GILBERT, 1883",,
5934,Rhinobatos,holcorhynchus,"NORMAN, 1922",,
5936,Rhinobatos,horkelii,"(MÜLLER & HENLE, 1841)",,
5937,Rhinobatos,hynnicephalus,"RICHARDSON, 1846",,
5942,Rhinobatos,irvinei,"NORMAN, 1931",,
5943,Rhinobatos,jimbaranensis,"LAST, WHITE & FAHMI, 2006",,
5947,Rhinobatos,lentiginosus,"(GARMAN, 1880)",,
5948,Rhinobatos,leucorhynchus,"GÜNTHER, 1866",,
5949,Rhinobatos,leucospilus,"NORMAN, 1926",,
5950,Rhinobatos,lionotus,"NORMAN, 1926",,
5957,Rhinobatos,nudidorsalis,"LAST, COMPAGNO & NAKAYA, 2004",,
5959,Rhinobatos,obtusus,"(MÜLLER & HENLE, 1841)",,
5960,Rhinobatos,ocellatus,"NORMAN, 1926",,
5961,Rhinobatos,penggali,"LAST, WHITE & FAHMI, 2006",,
5962,Rhinobatos,percellens,"(WALBAUM, 1792)",,
5963,Rhinobatos,petiti,"CHABANAUD, 1929",,
5965,Rhinobatos,planiceps,"(GARMAN, 1880)",,
5966,Rhinobatos,prahli,"ACERO & FRANKE, 1995",,
5969,Rhinobatos,productus,"AYRES, 1854",,
5970,Rhinobatos,punctifer,"COMPAGNO & RANDALL, 1987",,
5972,Rhinobatos,rhinobatos,"(LINNAEUS, 1758)",,
5974,Rhinobatos,sainsburyi,"LAST, 2004",,
5975,Rhinobatos,salalah,"RANDALL & COMPAGNO, 1995",,
5977,Rhinobatos,schlegelii,"(MÜLLER & HENLE, 1841)",,
5981,Rhinobatos,spinosus,"GÜNTHER, 1870",,
5985,Rhinobatos,thouin,"(ANONYMOUS, 1798)",,
5987,Rhinobatos,thouiniana,"(SHAW, 1804)",,
5990,Rhinobatos,variegatus,"NAIR & LAL MOHAN, 1973",,
14119,Rhinobatos,whitei,"LAST, CORRIGAN & NAYLOR, 2014",,
5992,Rhinobatos,zanzibarensis,"NORMAN, 1926",,
6056,Rhinoptera,adspersa,"MÜLLER & HENLE, 1841",,
6059,Rhinoptera,bonasus,"(MITCHILL, 1815)",,
6060,Rhinoptera,brasiliensis,"MÜLLER, 1836",,
6065,Rhinoptera,javanica,"MÜLLER & HENLE, 1841",,
6066,Rhinoptera,jayakari,"BOULENGER, 1895",,
6068,Rhinoptera,marginata,"(GEOFFROY SAINT-HILAIRE, 1817)",,
6070,Rhinoptera,neglecta,"OGILBY, 1912",,
8000,Rhinoptera,sewelli,"MISRA, 1947",,
6079,Rhinoptera,steindachneri,"EVERMANN & JENKINS, 1891",,
6085,Rhinoraja,kujiensis,"(TANAKA, 1916)",,
6087,Rhinoraja,longicauda,"ISHIYAMA, 1952",,
6092,Rhinoraja,obtusa,"(GILL & TOWNSEND, 1897)",,
6093,Rhinoraja,odai,"ISHIYAMA, 1958",,
6097,Rhizoprionodon,acutus,"(RÜPPELL, 1837)",,
6112,Rhizoprionodon,lalandii,"(MÜLLER & HENLE, 1839)",,
6113,Rhizoprionodon,longurio,"(JORDAN & GILBERT, 1882)",,
6115,Rhizoprionodon,oligolinx,"SPRINGER, 1964",,
6116,Rhizoprionodon,porosus,"(POEY, 1861)",,
6122,Rhizoprionodon,taylori,"(OGILBY, 1915)",,
6124,Rhizoprionodon,terraenovae,"(RICHARDSON, 1836)",,
6155,Rhynchobatus,australiae,"WHITLEY, 1939",,
6159,Rhynchobatus,djiddensis,"(FORSSKÅL, 1775)",,
13815,Rhynchobatus,immaculatus,"LAST, HO & CHEN, 2013",,
6162,Rhynchobatus,laevis,"(BLOCH & SCHNEIDER, 1801)",,
6165,Rhynchobatus,luebberti,"EHRENBAUM, 1915",,
6167,Rhynchobatus,palpebratus,"COMPAGNO & LAST, 2008",,
9010,Rhynchobatus,springeri,"COMPAGNO & LAST, 2010",,
7852,Rioraja,agassizii,"(MÜLLER & HENLE, 1841)",,
6173,Rostroraja,alba,"(LACÉPÈDE, 1803)",,
6227,Schroederichthys,bivius,"(MÜLLER & HENLE, 1838)",,
6228,Schroederichthys,chilensis,"(GUICHENOT, 1848)",,
6229,Schroederichthys,maculatus,"SPRINGER, 1966",,
6230,Schroederichthys,saurisqualus,"SOTO, 2001",,
6231,Schroederichthys,tenuis,"SPRINGER, 1966",,
6258,Scoliodon,laticaudus,"MÜLLER & HENLE, 1838",,
9009,Scoliodon,macrorhynchos,"(BLEEKER, 1852)",,
6293,Scyliorhinus,boa,"GOODE & BEAN, 1896",,
14543,Scyliorhinus,cabofriensis,"SOARES, GOMES & DE CARVALHO, 2016",,
6297,Scyliorhinus,canicula,"(LINNAEUS, 1758)",,
6300,Scyliorhinus,capensis,"(MÜLLER & HENLE, 1838)",,
6303,Scyliorhinus,cervigoni,"MAURIN & BONNET, 1970",,
6306,Scyliorhinus,comoroensis,"COMPAGNO, 1988",,
6319,Scyliorhinus,garmani,"(FOWLER, 1934)",,
6323,Scyliorhinus,haeckelii,"(MIRANDA RIBEIRO, 1907)",,
6324,Scyliorhinus,hesperius,"SPRINGER, 1966",,
6332,Scyliorhinus,meadi,"SPRINGER, 1966",,
6345,Scyliorhinus,retifer,"(GARMAN, 1881)",,
6363,Scyliorhinus,stellaris,"(LINNAEUS, 1758)",,
6368,Scyliorhinus,tokubee,"SHIRAI, HAGIWARA & NAKAYA, 1992",,
6369,Scyliorhinus,torazame,"(TANAKA, 1908)",,
6370,Scyliorhinus,torrei,"HOWELL RIVERO, 1936",,
14314,Scyliorhinus,ugoi,"SOARES, GADIG & GOMES, 2015",,
6380,Scylliogaleus,quecketti,"BOULENGER, 1902",,
6429,Scymnodalatias,albicauda,"TANIUCHI & GARRICK, 1986",,
6431,Scymnodalatias,garricki,"KUKUEV & KONOVALENKO, 1988",,
6432,Scymnodalatias,oligodon,"KUKUEV & KONOVALENKO, 1988",,
6433,Scymnodalatias,sherwoodi,"(ARCHEY, 1921)",,
6437,Scymnodon,ichiharai,"YANO & TANAKA, 1984",,
6438,Scymnodon,macracanthus,"(REGAN, 1906)",,
6442,Scymnodon,plunketi,"(WAITE, 1910)",,
6443,Scymnodon,ringens,"BARBOSA DU BOCAGE & DE BRITO CAPELLO, 1864",,
7602,Sinobatis,borneensis,"(CHAN, 1965)",,
8537,Sinobatis,bulbicauda,"LAST & SÉRET, 2008",,
8538,Sinobatis,caerulea,"LAST & SÉRET, 2008",,
8539,Sinobatis,filicauda,"LAST & SÉRET, 2008",,
7600,Sinobatis,melanosoma,"(CHAN, 1965)",,
13817,Sinobatis,stenosoma,"(LI & HU, 1982)",,
6492,Somniosus,antarcticus,"WHITLEY, 1939",,
6496,Somniosus,longus,"(TANAKA, 1912)",,
6497,Somniosus,microcephalus,"(BLOCH & SCHNEIDER, 1801)",,
6498,Somniosus,pacificus,"BIGELOW & SCHROEDER, 1944",,
6499,Somniosus,rostratus,"(RISSO, 1827)",,
6567,Sphyrna,corona,"SPRINGER, 1940",,
6568,Sphyrna,couardi,"CADENAT, 1951",,
13632,Sphyrna,gilberti,"QUATTRO, DRIGGERS, GRADY, ULRICH & ROBERTS, 2013",,
6577,Sphyrna,lewini,"(GRIFFITH & SMITH, 1834)",,
6580,Sphyrna,media,"SPRINGER, 1940",,
6581,Sphyrna,mokarran,"(RÜPPELL, 1837)",,
6589,Sphyrna,tiburo,"(LINNAEUS, 1758)",,
6591,Sphyrna,tudes,"(VALENCIENNES, 1822)",,
6595,Sphyrna,zygaena,"(LINNAEUS, 1758)",,
6674,Squaliolus,aliae,"TENG, 1959",,
6677,Squaliolus,laticaudus,"SMITH & RADCLIFFE, 1912",,
6684,Squalus,acanthias,"LINNAEUS, 1758",,
6694,Squalus,albifrons,"LAST, WHITE & STEVENS, 2007",,
6699,Squalus,altipinnis,"LAST, WHITE & STEVENS, 2007",,
6715,Squalus,blainville,"(RISSO, 1827)",,
6720,Squalus,brevirostris,"TANAKA, 1917",,
6722,Squalus,bucephalus,"LAST, SÉRET & POGONOSKI, 2007",,
6737,Squalus,chloroculus,"LAST, WHITE & MOTOMURA, 2007",,
6744,Squalus,crassispinus,"LAST, EDMUNDS & YEARSLEY, 2007",,
6746,Squalus,cubensis,"HOWELL RIVERO, 1936",,
6749,Squalus,edmundsi,"WHITE, LAST & STEVENS, 2007",,
11148,Squalus,formosus,"WHITE & IGLÉSIAS, 2011",,
6760,Squalus,grahami,"WHITE, LAST & STEVENS, 2007",,
6762,Squalus,griffini,"PHILLIPPS, 1931",,
6766,Squalus,hemipinnis,"WHITE, LAST & YEARSLEY, 2007",,
6778,Squalus,japonicus,"ISHIKAWA, 1908",,
6780,Squalus,lalannei,"BARANES, 2003",,
6791,Squalus,megalops,"(MACLEAY, 1881)",,
6792,Squalus,melanurus,"FOURMANOIR & RIVATON, 1979",,
6796,Squalus,mitsukurii,"JORDAN & SNYDER, 1903",,
6798,Squalus,montalbani,"WHITLEY, 1931",,
6802,Squalus,nasutus,"LAST, MARSHALL & WHITE, 2007",,
6806,Squalus,notocaudatus,"LAST, WHITE & STEVENS, 2007",,
6830,Squalus,rancureli,"FOURMANOIR & RIVATON, 1979",,
6831,Squalus,raoulensis,"DUFFY & LAST, 2007",,
6848,Squalus,suckleyi,"(GIRARD, 1855)",,
6885,Squatina,aculeata,"CUVIER, 1829",,
6888,Squatina,africana,"REGAN, 1908",,
6890,Squatina,albipunctata,"LAST & WHITE, 2008",,
6896,Squatina,argentina,"(MARINI, 1930)",,
6897,Squatina,armata,"(PHILIPPI, 1887)",,
6898,Squatina,australis,"REGAN, 1906",,
10813,Squatina,caillieti,"WALSH, EBERT & COMPAGNO, 2011",,
6902,Squatina,californica,"AYRES, 1859",,
6913,Squatina,dumeril,"LESUEUR, 1818",,
6916,Squatina,formosa,"SHEN & TING, 1972",,
6922,Squatina,guggenheim,"MARINI, 1936",,
6926,Squatina,heteroptera,"CASTRO-AGUIRRE, ESPINOSA PÉREZ & HUIDOBRO CAMPOS, 2007",,
6927,Squatina,japonica,"BLEEKER, 1858",,
6929,Squatina,legnota,"LAST & WHITE, 2008",,
6933,Squatina,mexicana,"CASTRO-AGUIRRE, ESPINOSA PÉREZ & HUIDOBRO CAMPOS, 2007",,
6938,Squatina,nebulosa,"REGAN, 1906",,
6940,Squatina,occulta,"VOOREN & DA SILVA, 1991",,
6941,Squatina,oculata,"BONAPARTE, 1840",,
6943,Squatina,pseudocellata,"LAST & WHITE, 2008",,
6948,Squatina,squatina,"(LINNAEUS, 1758)",,
6950,Squatina,tergocellata,"MCCULLOCH, 1914",,
6951,Squatina,tergocellatoides,"CHEN, 1963",,
6969,Stegostoma,fasciatum,"(HERMANN, 1783)",,
7042,Sutorectus,tentaculatus,"(PETERS, 1864)",,
7047,Sympterygia,acuta,"GARMAN, 1877",,
7049,Sympterygia,bonapartii,"MÜLLER & HENLE, 1841",,
7050,Sympterygia,brevicaudata,"(COPE, 1877)",,
7052,Sympterygia,lima,"(POEPPIG, 1835)",,
7102,Taeniura,grabata,"(GEOFFROY SAINT-HILAIRE, 1817)",,
7103,Taeniura,lymma,"(FORSSKÅL, 1775)",,
10240,Taeniurops,meyeni,"(MÜLLER & HENLE, 1841)",,
7993,Tarsistes,philippii,"JORDAN, 1919",,
7119,Temera,hardwickii,"GRAY, 1831",,
14300,Tetronarce,cowleyi,"EBERT, HAAS & DE CARVALHO, 2015",,
13822,Tetronarce,formosa,"(HAAS & EBERT, 2006)",,
13823,Tetronarce,tokionis,"(TANAKA, 1908)",,
7157,Torpedo,adenensis,"CARVALHO, STEHMANN & MANILO, 2002",,
7160,Torpedo,alexandrinsis,"MAZHAR, 1987",,
7161,Torpedo,andersoni,"BULLIS, 1962",,
7163,Torpedo,bauchotae,"CADENAT, CAPAPÉ & DESOUTTER, 1978",,
7165,Torpedo,californica,"AYRES, 1855",,
7172,Torpedo,fairchildi,"HUTTON, 1872",,
7174,Torpedo,fuscomaculata,"PETERS, 1855",,
7179,Torpedo,mackayana,"METZELAAR, 1919",,
7180,Torpedo,macneilli,"(WHITLEY, 1932)",,
7181,Torpedo,marmorata,"RISSO, 1810",,
7182,Torpedo,microdiscus,"PARIN & KOTLYAR, 1985",,
7186,Torpedo,nobiliana,"BONAPARTE, 1835",,
7192,Torpedo,panthera,"OLFERS, 1831",,
7193,Torpedo,peruana,"CHIRICHIGNO, 1963",,
7198,Torpedo,puelcha,"LAHILLE, 1926",,
7200,Torpedo,semipelagica,"PARIN & KOTLYAR, 1985",,
7204,Torpedo,sinuspersici,"OLFERS, 1831",,
7208,Torpedo,suessii,"STEINDACHNER, 1898",,
7211,Torpedo,torpedo,"(LINNAEUS, 1758)",,
7212,Torpedo,tremens,"DE BUEN, 1959",,
7227,Triaenodon,obesus,"(RÜPPELL, 1837)",,
7231,Triakis,acutipinna,"KATO, 1968",,
7245,Triakis,maculata,"KNER & STEINDACHNER, 1867",,
7246,Triakis,megalopterus,"(SMITH, 1839)",,
7250,Triakis,scyllium,"MÜLLER & HENLE, 1839",,
7252,Triakis,semifasciata,"GIRARD, 1855",,
7269,Trigonognathus,kabeyai,"MOCHIZUKI & OHE, 1990",,
7357,Trygonoptera,galba,"LAST & YEARSLEY, 2008",,
7359,Trygonoptera,imitata,"YEARSLEY, LAST & GOMON, 2008",,
7362,Trygonoptera,mucosa,"(WHITLEY, 1939)",,
7364,Trygonoptera,ovalis,"LAST & GOMON, 1987",,
7367,Trygonoptera,personata,"LAST & GOMON, 1987",,
7369,Trygonoptera,testacea,"MÜLLER & HENLE, 1841",,
10838,Trygonorrhina,dumerilii,"(CASTELNAU, 1873)",,
7376,Trygonorrhina,fasciata,"MÜLLER & HENLE, 1841",,
7393,Typhlonarke,aysoni,"(HAMILTON, 1902)",,
7394,Typhlonarke,tarakea,"PHILLIPPS, 1929",,
7395,Urobatis,concentricus,"OSBURN & NICHOLS, 1916",,
7396,Urobatis,halleri,"(COOPER, 1863)",,
7397,Urobatis,jamaicensis,"(CUVIER, 1816)",,
7398,Urobatis,maculatus,"GARMAN, 1913",,
7399,Urobatis,marmoratus,"(PHILIPPI, 1892)",,
14324,Urobatis,pardalis,"DEL MORAL-FLORES, ANGULO, LÓPEZ & BUSSING, 2015",,
7403,Urobatis,tumbesensis,"(CHIRICHIGNO & McEACHRAN, 1979)",,
7407,Urogymnus,asperrimus,"(BLOCH & SCHNEIDER, 1801)",,
7417,Urolophus,armatus,"MÜLLER & HENLE, 1841",,
7420,Urolophus,aurantiacus,"MÜLLER & HENLE, 1841",,
7423,Urolophus,bucculentus,"MACLEAY, 1884",,
7425,Urolophus,circularis,"McKAY, 1966",,
7430,Urolophus,cruciatus,"(LACEPÈDE, 1804)",,
7431,Urolophus,deforgesi,"SÉRET & LAST, 2003",,
7433,Urolophus,expansus,"MCCULLOCH, 1916",,
7434,Urolophus,flavomosaicus,"LAST & GOMON, 1987",,
7435,Urolophus,gigas,"SCOTT, 1954",,
7438,Urolophus,javanicus,"(MARTENS, 1864)",,
7439,Urolophus,kaianus,"GÜNTHER, 1880",,
7440,Urolophus,kapalensis,"YEARSLEY & LAST, 2006",,
7441,Urolophus,lobatus,"MCKAY, 1966",,
7445,Urolophus,mitosis,"LAST & GOMON, 1987",,
7449,Urolophus,neocaledoniensis,"SÉRET & LAST, 2003",,
7451,Urolophus,orarius,"LAST & GOMON, 1987",,
7452,Urolophus,papilio,"SÉRET & LAST, 2003",,
7453,Urolophus,paucimaculatus,"DIXON, 1969",,
7454,Urolophus,piperatus,"SÉRET & LAST, 2003",,
7458,Urolophus,sufflavus,"WHITLEY, 1929",,
7462,Urolophus,viridis,"MCCULLOCH, 1916",,
7463,Urolophus,westraliensis,"LAST & GOMON, 1987",,
7466,Urotrygon,aspidura,"(JORDAN & GILBERT, 1882)",,
7469,Urotrygon,caudispinosus,"HILDEBRAND, 1946",,
7470,Urotrygon,chilensis,"(GÜNTHER, 1872)",,
7471,Urotrygon,cimar,"LÓPEZ & BUSSING, 1998",,
7475,Urotrygon,microphthalmum,"DELSMAN, 1941",,
7476,Urotrygon,munda,"GILL, 1863",,
7478,Urotrygon,nana,"MIYAKE & McEACHRAN, 1988",,
7479,Urotrygon,peruanus,"HILDEBRAND, 1946",,
7480,Urotrygon,reticulata,"MIYAKE & McEACHRAN, 1988",,
7481,Urotrygon,rogersi,"(JORDAN & STARKS, 1895)",,
7482,Urotrygon,serrula,"HILDEBRAND, 1946",,
7483,Urotrygon,simulatrix,"MIYAKE & McEACHRAN, 1988",,
7484,Urotrygon,venezuelae,"SCHULTZ, 1949",,
7543,Zameus,squamulosus,"(GÜNTHER, 1877)",,
7546,Zanobatus,schoenleinii,"(MÜLLER & HENLE, 1841)",,
7548,Zapteryx,brevirostris,"(MÜLLER & HENLE, 1841)",,
7549,Zapteryx,exasperata,"(JORDAN & GILBERT, 1880)",,
7550,Zapteryx,xyster,"JORDAN & EVERMANN, 1896",,
7551,Zearaja,chilensis,"(GUICHENOT, 1848)",,
7553,Zearaja,maugeana,"LAST & GLEDHILL, 2007",,
7554,Zearaja,nasuta,"(MÜLLER & HENLE, 1841)",,
GN001,Acroteriobatus,annulatus,,,
GN002,Acroteriobatus,blochii,,,
GN003,Acroteriobatus,leucospilus,,,
GN004,Acroteriobatus,ocellatus,,,
GN005,Acroteriobatus,salalah,,,
GN006,Acroteriobatus,variegatus,,,
GN007,Acroteriobatus,zanzibarensis,,,
GN008,Anacanthobatis,nanhaiensis,,,
GN009,Anacanthobatis,ori,,,
GN010,Anacanthobatis,stenosoma,,,
GN011,Bathyraja,kincaidi interrupta,,,
GN012,Bathyraja,microtrachys,,,
GN013,Beringraja,pulchra,,,
GN014,Callorhinchus,callorynchus,,,
GN015,Callorhinchus,capensis,,,
GN016,Callorhinchus,milii,,,
GN017,Carcharhinus,cerdale,,,
GN018,Carcharhinus,wheeleri,,,
GN019,Cephaloscyllium,maculatum,,,
GN020,Cephaloscyllium,pardelotum,,,
GN021,Chimaera,argiloba,,,
GN022,Chimaera,bahamaensis,,,
GN023,Chimaera,cubana,,,
GN024,Chimaera,fulva,,,
GN025,Chimaera,jordani,,,
GN026,Chimaera,lignaria,,,
GN027,Chimaera,macrospina,,,
GN028,Chimaera,monstrosa,,,
GN029,Chimaera,notafricana,,,
GN030,Chimaera,obscura,,,
GN031,Chimaera,opalescens,,,
GN032,Chimaera,owstoni,,,
GN033,Chimaera,panthera,,,
GN034,Chimaera,phantasma,,,
GN035,Dactylobatus,clarki,,,
GN036,Dasyatis,bennetti,,,
GN037,Deania,quadrispinosum,,,
GN038,Dentiraja,flindersi,,,
GN039,Dipturus,intermedia,,,
GN040,Dipturus,johannisdavesi,,,
GN041,Dipturus,leptocaudus,,,
GN042,Dipturus,pullopunctata,,,
GN043,Dipturus,trachydermus,,,
GN044,Glaucostegus,cemiculus,,,
GN045,Glaucostegus,obtusus,,,
GN046,Glaucostegus,spinosus,,,
GN047,Glaucostegus,thouin,,,
GN048,Glyphis,fowlerae,,,
GN049,Glyphis,siamensis,,,
GN050,Harriotta,haeckeli,,,
GN051,Harriotta,raleighana,,,
GN052,Hemipristis,elongatus,,,
GN053,Heteronarce,bentuvai,,,
GN054,Hexanchus,vitulus,,,
GN055,Himantura,oxyrhyncha,,,
GN056,Hongeo,koreana,,,
GN057,Hydrolagus,affinis,,,
GN058,Hydrolagus,africanus,,,
GN059,Hydrolagus,alberti,,,
GN060,Hydrolagus,alphus,,,
GN061,Hydrolagus,barbouri,,,
GN062,Hydrolagus,bemisi,,,
GN063,Hydrolagus,colliei,,,
GN064,Hydrolagus,deani,,,
GN065,Hydrolagus,eidolon,,,
GN066,Hydrolagus,homonycteris,,,
GN067,Hydrolagus,lemures,,,
GN068,Hydrolagus,lusitanicus,,,
GN069,Hydrolagus,macrophthalmus,,,
GN070,Hydrolagus,marmoratus,,,
GN071,Hydrolagus,matallanasi,,,
GN072,Hydrolagus,mccoskeri,,,
GN073,Hydrolagus,melanophasma,,,
GN074,Hydrolagus,mirabilis,,,
GN075,Hydrolagus,mitsukurii,,,
GN076,Hydrolagus,novaezealandiae,,,
GN077,Hydrolagus,ogilbyi,,,
GN078,Hydrolagus,pallidus,,,
GN079,Hydrolagus,purpurescens,,,
GN080,Hydrolagus,trolli,,,
GN081,Isistius,labialis,,,
GN082,Makararaja,chindwinensis,,,
GN083,Malacoraja,fuliginea,,,
GN084,Mobula,diabolus,,,
GN085,Myliobatis,australis,,,
GN086,Myliobatis,californicus,,,
GN087,Myliobatis,rhombus,,,
GN088,Narcine,bicolor,,,
GN089,Narcine,firma,,,
GN090,Neoharriotta,carri,,,
GN091,Neoharriotta,pinnata,,,
GN092,Neoharriotta,pumila,,,
GN093,Okamejei,porosa,,,
GN094,Pastinachus,atrus,,,
GN095,Potamotrygon,castexi,,,
GN096,Potamotrygon,dumerilii,,,
GN097,Potamotrygon,schuemacheri,,,
GN098,Proscyllium,venustum,,,
GN099,Proscymnodon,macracanthus,,,
GN100,Proscymnodon,plunketi,,,
GN101,Pteromylaeus,asperrimus,,,
GN102,Pteromylaeus,bovinus,,,
GN103,Raja,atriventralis,,,
GN104,Raja,macrorynchus,,,
GN105,Rajella,alia,,,
GN106,Rhinochimaera,africana,,,
GN107,Rhinochimaera,atlantica,,,
GN108,Rhinochimaera,pacifica,,,
GN109,Rhinoptera,hainanensis,,,
GN110,Rhinoptera,peli,,,
GN111,Rhinoraja,albomaculata,,,
GN112,Rhinoraja,macloviana,,,
GN113,Rhinoraja,magellanica,,,
GN114,Rhinoraja,multispinis,,,
GN115,Rhinoraja,murrayi,,,
GN116,Rhinoraja,taranetzi,,,
GN117,Scyliorhinus,besnardi,,,
GN118,Spiniraja,whitleyi,,,
GN119,Taeniurops,grabata,,,
GN120,Torpedo,formosa,,,
GN121,Torpedo,polleni,,,
GN122,Torpedo,tokionis,,,
GN123,Torpedo,zugmayeri,,,
GN124,Trygonorrhina,melaleuca,,,
GN125,Urogymnus,ukpam,,,
GN126,Zameus,ichiharai,,,
GN127,Zearaja,argentinensis,,,
